layer_id,neuron_idx,mutant_oper,pass,fail,loss_func,mmt_relat_bias_change,mut_abs_max_weight,mut_avg_abs_weight,mut_avg_weight,mut_avg_weight_change,mut_bias,mut_bias_change,mut_l2_norm_weight,mut_l2_norm_weight_change,mut_max_weight,mut_max_weight_change,mut_min_weight,mut_relat_weight_change
0,0,MATH_WEIGHT_1,90,110,function,0.0,1.171973705291748,1.0198291540145874,1.0198291540145874,1.0,-0.006536849774420261,0.0,0.1930772066116333,0.1889822312763759,1.171973705291748,1.0,0.9146153330802917,15.526062704071707
0,0,MATH_WEIGHT_2,90,110,function,0.0,1.0853846073150635,0.9801706671714783,-0.9801706671714783,-1.0,-0.006536849774420261,0.0,0.18559650012425014,0.1889822312763759,-0.828026294708252,-0.9999999403953552,-1.0853846073150635,15.526062704071707
0,0,MATH_WEIGHT_3,90,110,function,0.0,0.3439474105834961,0.10090971738100052,0.03965848684310913,0.019829245284199715,-0.006536849774420261,0.0,0.02434315638882773,0.012171578194413866,0.3439474105834961,0.17197373509407043,-0.17076921463012695,0.999970658498649
0,0,MATH_WEIGHT_4,90,110,function,0.0,0.08598685264587402,0.02522742934525013,0.009914621710777283,-0.009914619848132133,-0.006536849774420261,0.0,0.006085789097206933,0.006085788565022605,0.08598685264587402,0.04269234836101532,-0.04269230365753174,0.4999852855270804
0,0,MATH_BIAS_1,90,110,function,152.7452186099004,0.17197370529174805,0.05045485869050026,0.019829243421554565,1.3304608525999129e-09,0.9934631586074829,1.0,0.012171578194413866,6.923351796623527e-09,0.17197370529174805,7.82310962677002e-08,-0.08538460731506348,5.68796301063473e-07
0,0,MATH_BIAS_2,90,110,function,152.7452186099004,0.17197370529174805,0.05045485869050026,0.019829243421554565,1.3304608525999129e-09,-1.006536841392517,-1.0,0.012171578194413866,6.923351796623527e-09,0.17197370529174805,7.82310962677002e-08,-0.08538460731506348,5.68796301063473e-07
0,0,MATH_BIAS_3,90,110,function,1.280295632303789e-06,0.17197370529174805,0.05045485869050026,0.019829243421554565,1.3304608525999129e-09,-0.00653684139251709,8.381903171539307e-09,0.012171578194413866,6.923351796623527e-09,0.17197370529174805,7.82310962677002e-08,-0.08538460731506348,5.68796301063473e-07
0,0,MATH_BIAS_4,90,110,function,0.9984699872226365,0.17197370529174805,0.05045485869050026,0.019829243421554565,1.3304608525999129e-09,-0.01307368278503418,-0.006536833010613918,0.012171578194413866,6.923351796623527e-09,0.17197370529174805,7.82310962677002e-08,-0.08538460731506348,5.68796301063473e-07
0,1,MATH_WEIGHT_1,90,110,function,0.0,1.0883949995040894,0.9935159087181091,0.9935159087181091,1.0,-0.006719929166138172,0.0,0.1880324568067278,0.1889822312763759,1.0883949995040894,1.0,0.8702632188796997,18.436215787062974
0,1,MATH_WEIGHT_2,90,110,function,0.0,1.1297367811203003,1.0064841508865356,-1.0064841508865356,-1.0,-0.006719929166138172,0.0,0.1904796532222203,0.1889822312763759,-0.9116050004959106,-0.9999999403953552,-1.1297367811203003,18.436215787062974
0,1,MATH_WEIGHT_3,90,110,function,0.0,0.2594735622406006,0.08688222616910934,-0.01296810619533062,-0.006484044250100851,-0.006719929166138172,0.0,0.020500478999955312,0.010250238435609,0.1767899990081787,0.08839496970176697,-0.2594735622406006,0.9999649511565356
0,1,MATH_WEIGHT_4,90,110,function,0.0,0.06486839056015015,0.021720556542277336,-0.003242026548832655,0.0032420356292277575,-0.006719929166138172,0.0,0.005125119749988828,0.0051251208143574855,0.04419749975204468,0.06486842036247253,-0.06486839056015015,0.49998263133045223
0,1,MATH_BIAS_1,90,110,function,148.5899740269969,0.1297367811203003,0.04344111308455467,-0.00648405309766531,8.860037148394895e-09,0.9932800531387329,1.0,0.010250239499977656,7.53078869105853e-09,0.08839499950408936,7.078051567077637e-08,-0.1297367811203003,7.346682511758685e-07
0,1,MATH_BIAS_2,90,110,function,148.5899740269969,0.1297367811203003,0.04344111308455467,-0.00648405309766531,8.860037148394895e-09,-1.006719946861267,-1.0,0.010250239499977656,7.53078869105853e-09,0.08839499950408936,7.078051567077637e-08,-0.1297367811203003,7.346682511758685e-07
