layer_id,neuron_idx,test_activ_l2_norm,test_activ_zero_ratio,test_avg_activ,test_max_activ,test_median_activ,test_min_activ,test_std_activ,test_var_activ
10,0,1.2325156471946024,0.45454545454545453,12.849834,87.23298,3.1740344,0.0,18.335297,336.1831
10,1,0.43274887547348484,0.012121212121212121,5.435213,29.492697,3.5856729,0.0,5.67962,32.258083
10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,0.4544579708214962,0.5272727272727272,4.116875,38.5799,0.0,0.0,7.1559014,51.206924
10,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,6,0.7157849860913825,0.4636363636363636,7.531879,50.14992,1.9403257,0.0,10.599325,112.34569
10,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8,0.3820315505519058,0.4696969696969697,4.0660353,26.62692,1.0767218,0.0,5.624076,31.630232
10,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,13,0.00021252408623695374,0.990909090909091,0.00030991787,0.057152674,0.0,0.0,0.003848232,1.4808891e-05
10,14,1.5173929850260417,0.4666666666666667,15.878592,107.124565,3.8200684,0.0,22.53196,507.6892
10,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,18,1.133964492335464,0.4575757575757576,11.923867,79.526474,2.8373523,0.0,16.797628,282.1603
10,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,20,0.0796135122125799,0.5545454545454546,0.7176936,6.9732866,0.0,0.0,1.2556108,1.5765586
10,21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,22,2.1943986372514206,0.4636363636363636,22.968975,154.86493,5.5909014,0.0,32.580723,1061.5035
10,23,0.8909431226325758,0.4636363636363636,9.355538,62.884113,2.3368804,0.0,13.2068615,174.42119
10,24,0.7597809300278172,0.5242424242424243,6.8879747,64.787575,0.0,0.0,11.960516,143.05394
10,25,1.1964164040305398,0.4636363636363636,12.486677,84.713036,3.0178828,0.0,17.789011,316.44888
10,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,27,4.4333096593618396e-05,0.9939393939393939,6.259675e-05,0.010911666,0.0,0.0,0.00080291426,6.446713e-07
10,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,29,0.00028200364022543936,0.9939393939393939,0.00039024145,0.07795973,0.0,0.0,0.0051079653,2.6091308e-05
10,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33,1.7378347685842803,0.45454545454545453,18.16182,122.60092,4.4788876,0.0,25.821915,666.7713
10,34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,36,0.7394573789654356,0.4696969696969697,7.735279,52.09134,1.8330095,0.0,10.982192,120.60854
10,37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38,0.6950900453509706,0.0,9.078611,51.394825,6.2877054,0.06350696,8.776011,77.01837
10,39,0.29707539876302086,0.5333333333333333,2.7082143,25.110199,0.0,0.0,4.6679034,21.789324
10,40,0.30556897250088777,0.5272727272727272,2.7479088,26.324594,0.0,0.0,4.823058,23.261889
10,41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,43,0.3323868029045336,0.5212121212121212,3.0391498,28.23284,0.0,0.0,5.2174983,27.22229
10,44,0.790530672940341,0.46060606060606063,8.2528925,56.050022,1.778048,0.0,11.752429,138.11958
10,45,0.7916573264382102,0.4696969696969697,8.246881,55.87473,1.9998223,0.0,11.781636,138.80696
10,46,0.2470330671830611,0.5272727272727272,2.239443,21.01049,0.0,0.0,3.8888636,15.12326
10,47,0.0008503683588721536,0.9878787878787879,0.001147858,0.2613686,0.0,0.0,0.015405005,0.00023731416
10,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,49,1.0478439793442236,0.4636363636363636,10.985214,73.90109,2.7109396,0.0,15.545337,241.65749
10,50,0.042896270751953125,0.5454545454545454,0.37938505,3.665915,0.0,0.0,0.68065906,0.46329674
10,51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,52,0.1451696222478693,0.5272727272727272,1.3224689,12.607289,0.0,0.0,2.2815714,5.205568
10,53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,54,0.22634686556729403,0.4303030303030303,2.4416878,15.616275,0.85655224,0.0,3.3083255,10.945018
10,55,0.5542988170276989,0.5212121212121212,5.0260897,46.95349,0.0,0.0,8.72525,76.13
10,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,57,0.7521037246241714,0.4727272727272727,7.775523,53.77139,1.6653007,0.0,11.23428,126.209045
10,58,0.4377154263583097,0.4696969696969697,4.571168,31.022104,1.1475433,0.0,6.5062046,42.3307
10,59,0.4815248431581439,0.4696969696969697,5.0650864,33.92076,1.3077075,0.0,7.1316714,50.860737
10,60,3.822201630563447,0.0,52.97603,210.79259,38.558594,1.5189568,44.88412,2014.5845
10,61,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,62,1.1134260697798295,0.0,15.076662,69.12247,11.06153,0.3541584,13.483363,181.80107
10,63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,64,0.007044547254388983,0.7484848484848485,0.04483216,0.9157593,0.0,0.0,0.11986051,0.014366541
10,65,0.0010631284027388603,0.9454545454545454,0.0037465268,0.1624403,0.0,0.0,0.018945804,0.00035894345
10,66,1.585675418738163,0.4303030303030303,16.637587,111.95057,4.2149267,0.0,23.514498,552.93164
10,67,5.127162192807053e-05,0.996969696969697,5.127162e-05,0.016919635,0.0,0.0,0.00092998287,8.648681e-07
10,68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,69,0.8475081010298295,0.4696969696969697,8.89001,59.70926,2.112545,0.0,12.569678,157.99681
10,70,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,71,0.5865419792406487,0.4666666666666667,6.1849174,41.10714,1.4980162,0.0,8.676243,75.27718
10,72,0.41324111476089015,0.46060606060606063,4.4128942,28.572931,1.2207494,0.0,6.0728803,36.879875
10,73,0.2424385301994555,0.4666666666666667,2.5325933,17.052708,0.49621272,0.0,3.6030815,12.982197
10,74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10,76,0.5211042461973248,0.5242424242424243,4.766623,44.012398,0.0,0.0,8.178673,66.89069
10,77,0.11636460044167259,0.5303030303030303,1.0641624,9.871094,0.0,0.0,1.826471,3.3359964
10,78,0.010243607289863356,0.8939393939393939,0.030701606,2.0629983,0.0,0.0,0.18353422,0.033684812
10,79,1.3586919611150567,0.4636363636363636,14.159023,96.24577,3.3526616,0.0,20.21674,408.71658
10,80,0.1311110987807765,0.5333333333333333,1.163276,11.389567,0.0,0.0,2.0783474,4.3195286
