layer_id,neuron_idx,mutant_oper,pass,fail,loss_func,mmt_relat_bias_change,mut_abs_max_weight,mut_avg_abs_weight,mut_avg_weight,mut_avg_weight_change,mut_bias,mut_bias_change,mut_l2_norm_weight,mut_l2_norm_weight_change,mut_max_weight,mut_max_weight_change,mut_min_weight,mut_relat_weight_change
10,0,MATH_WEIGHT_1,165,165,function,0.0,1.223982334136963,1.0141900777816772,1.0141900777816772,1.0,0.05159405618906021,0.0,0.09006420522928238,0.0883883461356163,1.223982334136963,1.0,0.789110004901886,10.05038895772807
10,0,MATH_WEIGHT_2,165,165,function,0.0,1.2108900547027588,0.9858099818229675,-0.9858099818229675,-1.0,0.05159405618906021,0.0,0.08756782114505768,0.0883883461356163,-0.7760176658630371,-0.9999999403953552,-1.2108900547027588,10.05038895772807
10,0,MATH_WEIGHT_3,165,165,function,0.0,0.4479646682739258,0.16739901900291443,0.02838006243109703,0.014190029352903366,0.05159405618906021,0.0,0.017588883638381958,0.008794440887868404,0.4479646682739258,0.2239823192358017,-0.4217801094055176,0.9999910107290589
10,0,MATH_WEIGHT_4,165,165,function,0.0,0.11199116706848145,0.04184975475072861,0.007095015607774258,-0.007095017470419407,0.05159405618906021,0.0,0.0043972209095954895,0.0043972209095954895,0.11199116706848145,0.10544496774673462,-0.1054450273513794,0.49999555831355796
10,0,MATH_BIAS_1,165,165,function,19.37832050898646,0.2239823341369629,0.08369950950145721,0.014190031215548515,-1.8553691916167736e-09,1.0515940189361572,0.9999999403953552,0.008794441819190979,3.5081784144352923e-09,0.2239823341369629,8.195638656616211e-08,-0.2108900547027588,3.989050495874468e-07
10,0,MATH_BIAS_2,165,165,function,19.37832166402444,0.2239823341369629,0.08369950950145721,0.014190031215548515,-1.8553691916167736e-09,-0.9484059810638428,-1.0,0.008794441819190979,3.5081784144352923e-09,0.2239823341369629,8.195638656616211e-08,-0.2108900547027588,3.989050495874468e-07
10,0,MATH_BIAS_3,165,165,function,7.218987369546458e-07,0.2239823341369629,0.08369950950145721,0.014190031215548515,-1.8553691916167736e-09,0.05159401893615723,-3.725290298461914e-08,0.008794441819190979,3.5081784144352923e-09,0.2239823341369629,8.195638656616211e-08,-0.2108900547027588,3.989050495874468e-07
10,0,MATH_BIAS_4,165,165,function,0.9998047729858858,0.2239823341369629,0.08369950950145721,0.014190031215548515,-1.8553691916167736e-09,0.10318803787231445,0.05159398168325424,0.008794441819190979,3.5081784144352923e-09,0.2239823341369629,8.195638656616211e-08,-0.2108900547027588,3.989050495874468e-07
10,1,MATH_WEIGHT_1,165,165,function,0.0,1.4722017049789429,0.989402711391449,0.989402711391449,1.0,-0.1624174267053604,0.0,0.08794941008090973,0.0883883461356163,1.4722017049789429,1.0,0.7442587614059448,9.41248126402864
10,1,MATH_WEIGHT_2,165,165,function,0.0,1.2557412385940552,1.0105973482131958,-1.0105973482131958,-1.0,-0.1624174267053604,0.0,0.08981237560510635,0.0883883461356163,-0.5277982950210571,-0.9999999403953552,-1.2557412385940552,9.41248126402864
